"maTin","loai","tinhThanhPho","diaChi","giaCa","dienTich","ngayDangTin","ngayHetHan","moTa","matTienM","duongVaoM","soTang","soPhongNgu","soPhongTam","noiThat","tienIchKemTheo","dacDiemXaHoi","phapLy","duongpho","duAn","huongNha","huongBanCong"
"501377","Nhà riêng","Hoàng Văn Thụ, Hoàng Mai, Hà Nội","Hòa Bình, Minh Khai, Hai Bà Trưng, Hà Nội","23,5 Tỷ","26 m²","14/08/2020","28/09/2020","Nhà có thể Kinh Doanh Nhỏ - Mặt tiền đẹp 4.7m. Nhà Đẹp Thông Tứ Ngả! Nhỉnh 2 tỷ Nhà Đẹp Hoàng Mai Hoàng Mai, Kinh Doanh Nhỏ
- Ngõ 3m
- 50m ra ô tô
- Kinh Doanh Nhỏ
• Nhà mới được sơn sửa lại nên đẹp và chắc chắc . về ở luôn không phải suy nghĩ gì
• Thiết kế : 4 tầng
-Tầng 1 : Phòng khách + bếp + vs
-Tầng 2,3 : mỗi tầng 1 phòng + vs
-Tầng 4 : Phòng thờ + sân Phơi
-Nhà tương đối chắc chắn nên có thể cải tạo để có thêm phòng ngủ
Mr Minh – 0868.19.4404 - Xin Cam Kết :
- Pháp Lý và giấy tờ đẩy đủ
- Không Thu bất kì phí nào của khách hang
- Chân Thành và Uy Tín",,,"4","2","3",,,,,"Hoàng Mai",,,
"501374","Căn hộ Cao cấp","Đông Ngạc, Bắc Từ Liêm, Hà Nội","Đông Ngạc, Bắc Từ Liêm, Hà Nội","3,6 Tỷ","98 m²","14/08/2020","28/09/2020","Hiện nay chúng tôi đang có sẵn rất nhiều quỹ căn chuyển nhượng và chủ đầu tư Suất ngoại giao giá tốt:
--------
- 2PN chỉ từ 3,022 tỷ diện tích từ 74 - 80m2.
- 3PN chỉ từ 3,6 tỷ diện tích từ 98m2.
1. Tổng quan dự án Sunshine City:
- Chủ đầu tư: Tập đoàn Sunshine Group.
- Quy mô: 6 tòa tháp 40 tầng, 03 tầng hầm, 03 tầng TTTM, 69 lô biệt thự shophouse.
- Tiến độ: Đang bàn giao nhà.

2. Hệ thống tiện ích chất lượng 5:
- 3 bể bơi đẳng cấp: Bể bơi vô cực Panorama, bể bơi bốn mùa, bể bơi ngoài trời.
- Sky Bar, đường dạo bộ trên không.
- Phòng trà, chuỗi nhà hàng ẩm thực.
- Nhà trẻ, phòng khám đa khoa, rạp chiếu phim, gym, spa, siêu thị nội thất trang trí...
- Dịch vụ dọn buồng phòng, giặt là, giúp việc theo giờ, giữ trẻ theo giờ, chăm sóc vật nuôi cây cảnh, thuê xe hạng sang đưa đón, book vé máy bay...
- Hệ thống trường học đẳng cấp quốc tế: Sunshine School, Hà Nội Academy, UNIS, SIS.
- Hệ thống tiện ích sẵn có của KĐT Ciputra: Sân golf, sân tennis, đường dạo bộ Ecopath, công viên 25ha...
- Căn hộ smarthome ứng dụng công nghệ 4.0 hiện đại.
- Wifi miễn phí toàn khu.

3. Nội thất bàn giao cao cấp:
- Nội thất tích hợp công nghệ 4.0 Sunshine tech.
- Điều hòa âm trần hai chiều Daikin.
- Trần thạch cao, đèn trần Philips.
- Cửa chống cháy Porta Door, khóa từ kỹ thuật số Hafele, chuông hình Sunshine Tech.
- Cửa logia và vách kính Low - E: Cách âm, cách nhiệt, chống tia bức xạ.
- Phòng ngủ sàn gỗ, phòng khách bếp sàn đá Overland.
- Bếp: Tủ bếp gỗ Casta, thiết bị bếp Franke (bếp từ 3, máy hút mùi, chậu rửa, vòi rửa... ), ốp đá Marble mặt bếp và lưng bếp.
- Thiết bị vệ sinh Kohler mạ vàng.
Ngoài ra vẫn còn rất nhiều căn hộ chủ đầu tư giá tốt và chính sách tốt nếu mua trước ngày 13/8/2020.
+ Chiết khấu ngay 450 triệu (trừ vào giá bán).
+ Ngân hàng hỗ trợ vay 70%, lãi suất 0% trong vòng 15 tháng.
+ Nếu vay 40% GTCH thì lãi suất 0% trong 24 tháng.
+ Chiết khấu 10% khi thanh toán 95% GTCH.
+ Tặng 2 năm phí dịch vụ.
+ Chiết khấu 1% khi KH mua căn thứ 2.

Liên hệ phòng KD dự án Sunshine City để được tư vấn và hỗ trợ đi xem trực tiếp bất kì căn hộ nào khách hàng có nhu cầu: 0835886042 ( Lưu Huyền )
",,,,"3","2","Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Chỗ để ôtô,Trung tâm thể dục,Hệ thống an ninh,Nhân viên bảo vệ,Hồ bơi,Truyền hình cáp,Internet","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Sổ đỏ",,,,
"501373","Nhà riêng","Ô Chợ Dừa, Đống Đa, Hà Nội","Hào Nam, Ô Chợ Dừa, Đống Đa, Hà Nội","13,4 Tỷ","62 m²","14/08/2020","28/09/2020","- NHÀ SIÊU ĐẸP - PHÂN LÔ - THANG MÁY - GARA
CHỦ ĐỂ LẠI TOÀN BỘ NỘI THẤT 2 TỶ

+ Vị trí phân lô cực đẹp, đường ô tô tránh, cách mặt phố vài bước chân, gần nhiều trường Đại học, các tuyến phố Hoàng Cầu, Cất Linh, La Thành, Xã Đàn, giao thông thuận tiện.
+ Khu vực dân trí cao, an ninh tốt, ở hay làm văn phòng đều tuyệt vời.
+ Nhà xây 5 tầng kiên cố, thiết kế hiện đại mỗi tầng 2 phòng, thang máy cực xịn, thửa đất vuông vắn không lỗi phong thủy.
- Tầng 1: Gara + bếp
- Tầng: 2,3,4 mỗi tầng 2 phòng ngủ
- Tầng 5: phòng thờ và sân phơi
+ Mặt tiền rộng rãi, ô tô phi thẳng vào nhà.
+ Sổ đỏ vuông đẹp, chủ cần bán nhanh trong tháng.
+ Hình ảnh thật 100%
+ Giá bán: 13,4 TỶ(thương lượng trực tiếp với chủ nhà)
Khách hàng quan tâm nhanh tay liên hệ: Anh Tuấn 0982286568(trung gian, môi giới không làm phiền)

","4,1","5","5","6","5",,"Chỗ để ôtô","Gần trường,Gần nhà trẻ,Khu dân trí cao,Gần chợ","Sổ đỏ","Hào Nam",,,
"501372","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","1,5 Tỷ","50 m²","14/08/2020","28/09/2020","+ Vị trí đắc địa, Trung tâm Quận Long Biên, giao thông kết nối các tuyến phố chính như Ngọc Lâm – Nguyễn Văn Cừ - Nguyễn Sơn – Nguyễn Văn Linh – Ngô Gia Tự - Lý Sơn – Gia Thượng.
+ Khu vực sống phát triển từng ngày, giá trị đất tăng lên từng giờ, là nơi lý tưởng để an sinh cũng như đầu tư.
+ Ngõ lớn như phố, thông tứ phía, đường 2 ô tô tránh chạy qua mảnh đất ngày đêm. Ô tô vào nhà hay để trước cửa thoải mái.
+ Mảnh đất vuông vắn, vương lộc, khách đến mua đất để ở, đầu cơ lướt sóng hay xây cho thuê, kinh doanh đều vô cùng hợp lý.
+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng giao dịch ngay.
+ Giá 1.5 TỶ (~ 30tr/m2), giá đang là RẺ nhất khu vực Ngọc Thụy. Chủ thiện chí bán, có thương lượng với khách mua đất nhà.
*** Liên hệ xem trực tiếp: Anh Trung – 0816 664 860 – Chuyên gia Bất động sản Thổ cư Long Biên.
- Sở hữu nguồn nhà đất phong phú trên toàn Quận Long Biên đáp ứng nhu cầu quý khách hàng.
- Chuyên môn cao, hỗ trợ xem nhà, tư vấn pháp lý hoàn toàn miễn phí.
Xin cảm ơn quý anh chị đã đọc tin đăng.",,,,,,,,,,,,,
"501362","Nhà riêng","Hoàng Mai, Hà Nội","Hòa Bình, Minh Khai, Hai Bà Trưng, Hà Nội","2,4 Tỷ","27 m²","14/08/2020","28/09/2020","Mặt tiền đẹp 4.7m. Nhà Đẹp Thông Tứ Ngả! Nhỉnh 2 tỷ Nhà Đẹp Trương Định Hoàng Mai, Kinh Doanh Nhỏ
- Ngõ 3m
- 50m ra ô tô
- Kinh Doanh Nhỏ
• Nhà mới được sơn sửa lại nên đẹp và chắc chắc . về ở luôn không phải suy nghĩ gì
• Thiết kế : 4 tầng
-Tầng 1 : Phòng khách + bếp + vs
-Tầng 2,3 : mỗi tầng 1 phòng + vs
-Tầng 4 : Phòng thờ + sân Phơi
-Nhà tương đối chắc chắn nên có thể cải tạo để có thêm phòng ngủ
Mr Minh – 0868.19.4404 - Xin Cam Kết :
- Pháp Lý và giấy tờ đẩy đủ
- Không Thu bất kì phí nào của khách hang
- Chân Thành và Uy Tín",,,"4","2","3",,,,,"Trương Định",,,
"501361","Đất nền khu dân cư","Trâu Quỳ, Gia Lâm, Hà Nội","Trâu Quỳ, Gia Lâm, Hà Nội","1,7 Tỷ","33 m²","14/08/2020","28/09/2020","+ Diện tích 33m2, mặt tiền 5m.
+ Hướng Tây Bắc
+ Đường rộng 3m, Ngõ thông ra 31ha mặt đường 333.
+ Nguồn gốc đất thổ cư, nằm xen kẽ trong khu dân cư, đất sạch, pháp lý chuẩn, hàng xóm thân thiện.
+ Đất quá đẹp, cam kết giá tốt không chênh.

+ Sổ đỏ pháp lý rõ ràng
+ Miễn phí môi giới.
+ LH em Việt 0982.174.963 đi xem đất ngay.
",,,,,,,,,,,,,
"501360","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Yên Nghĩa, Hà Đông, Hà Nội","1,44 Tỷ","38 m²","14/08/2020","28/09/2020","BÁN NHÀ MỚI Ô TÔ CÁCH 10M . GẦN KĐT ĐÔ NGHĨA- YÊN NGHĨA - HÀ ĐÔNG. DT 38M2, 4 TẦNG. GIÁ 1.44 TỶ
- Diện tích: 38m2.
- Mặt tiền: 3.5m.
- Hướng: Đông Nam tương tự có căn Tây Bắc.
- Nhà xây cẩn thận, cực đẹp & chắc chắn. Thiết kế 4 tầng sử dụng gồm:
+ Tầng 1: Khu vực Để Xe - Bếp Rộng.
+ Tầng 2: Lệch tầng để phòng khách - Và 1 phòng ngủ 1WC.
+ Tầng 3: 2 phòng ngủ, WC.
+ Tầng 4: Phòng thờ, sân phơi.
- Nội thất: Nhà được trang bị đầy đủ nội thất gồm: Tủ bếp gỗ Sồi, tay vịn cầu thang, trần thạch cao, cửa 2 lớp, thiết bị vệ sinh Inax, cửa thông phòng gỗ Lim, gạch chống xước, máy bơm, chậu rửa,..

- Vị trí: Nhà nằm ở Yên Nghĩa Hà Đông. Vị trí đắc địa, khu dân cư dân trí cao, an ninh tốt. Thuận tiện di chuyển ra Quốc lộ 6, bến xe Yên Nghĩa, KĐT Đô Nghĩa, Tố Hữu. Bán kính 200m xung quanh nhà gồm đầy đủ tiện ích sống: Trường mầm non, trường cấp I, II Yên Nghĩa; chợ dân sinh, siêu thị, khu vui chơi giải trí.
- Hỗ trợ vay ngân hàng 70% giá trị nhà.
- Giá bán: 1.44 tỷ (có thương lượng).
-Liên hệ ; 0962.345.892 để xem nhà và mua nhà với giá tốt nhất
",,,,,,,,,,,,,
"501348","Nhà riêng","Hoàng Mai, Hà Nội","Hòa Bình, Minh Khai, Hai Bà Trưng, Hà Nội","2,6 Tỷ","22 m²","14/08/2020","28/09/2020","Nhà Đẹp Gía rẻ Nhỉnh 2 tỷ Quận Hoàng Mai - Kinh Doanh
Mặt tiền đẹp 4.7m. Nhà Đẹp Thông Tứ Ngả!
- Ngõ 3m
- 50m ra ô tô
- Kinh Doanh Nhỏ
• Nhà mới được sơn sửa lại nên đẹp và chắc chắc . về ở luôn không phải suy nghĩ gì
• Thiết kế : 4 tầng
-Tầng 1 : Phòng khách + bếp + vs
-Tầng 2,3 : mỗi tầng 1 phòng + vs
-Tầng 4 : Phòng thờ + sân Phơi
-Nhà tương đối chắc chắn nên có thể cải tạo để có thêm phòng ngủ",,,"4","2","3",,,,,"Trương Định",,,
"501347","Nhà riêng","Trung Tự, Đống Đa, Hà Nội","Hồ Đắc Di, Trung Tự, Đống Đa, Hà Nội","3,9 Tỷ","48 m²","14/08/2020","28/09/2020","QUÁ HIẾM! HỒ ĐẮC DI 48.1M X4T, 2 THOÁNG, Ở LUÔN, HƠN 3 TỶ TL
Nhà xây 48m x 4 tầng, trước sau rất thoáng, thiết kế hiện đại, mùa hè rất mát mẻ.
Dân trí cao, an sinh tốt, rất phù hợp với hộ gia đình tổng 3 phòng ngủ rộng rãi, thoáng mát.
Vị trí đắc địa, trung tâm quận Đống Đa, đi lại quá thuận tiện, cách ô tô rất gần, trước nhà rông 5m, tha hồ để xe máy.
Nhà xây 48m x 4 tầng, trước sau rất thoáng, thiết kế hiện đại, mùa hè rất mát mẻ.
+ Tầng 1: Phòng khách + bếp.
+ Tầng lửng: Có phòng ngủ nhỏ(nhà có con mới lớn cho tiện theo dõi).
+ Tầng 3: 1 phòng ngủ, 1 phòng vệ sinh.
+ Tầng 4: 2 phòng ngủ, 1 vệ sinh.

Dân trí cao, an sinh tốt, rất phù hợp với hộ gia đình tổng 3 phòng ngủ rộng rãi, thoáng mát.
SĐCC, vuông vắn, pháp lí rõ ràng, sẵn sàng giao dịch.
Giá 3.9 tỷ có thương lượng
","3",,"5","3",,,,,,"Hồ Đắc Di",,,
"501346","Nhà riêng","Yên Nghĩa, Hà Đông, Hà Nội","Yên Nghĩa, Hà Đông, Hà Nội","1,4 Tỷ","32 m²","14/08/2020","28/09/2020","Bán gấp nhà Yên Nghĩa dt 32m2 x 4 tầng oto cách 1 nhà giá chỉ 1.4 tỷ LH:0962.345.892
*Cần tiền bán gấp nhà tổ 9 Yên Nghĩa oto cách nhà 10m. Đường thông ngõ thoáng
-Nhà Hướng Tây Tứ Trạch
- Tầng 1 bếp + để xe+ phòng khách
- Tầng 2,3 mỗi tầng 1 phòng ngủ + WC
- tầng 4 phòng ngủ + phòng thờ + sân phơi
- Vị trí: nhà nằm vị trí đẹp, dân cư đông đúc, an ninh cao xung quanh trường học cấp 1 cấp 2 chợ dân sinh. đầy đủ tiện ích
- Cách KDT Đô Nghĩa chỉ 1km,Cách bến xe Yên Nghĩa 1.5 km, cách QL6 1km, thuận tiện đại lộ Thăng Long, Tố Hữu kéo dài....- Pháp lý: Sổ đỏ chính chủ, bao phí sang tên.
Sổ đỏ chính chủ, bao phí sang tên.
Pháp lý: Sổ đỏ chính chủ, bao phí sang tên.
- Hỗ trợ vay Ngân hàng 80% giá trị căn nhà.
- Giá : 1,4 tỷ(CTL)
",,,"4","3","2",,,,,,,,
"501336","Nhà riêng","Phương Liên, Đống Đa, Hà Nội","Xã Đàn, Phương Liên, Đống Đa, Hà Nội","3,8 Tỷ","35 m²","14/08/2020","28/09/2020","Cần bán nhà chính chủ 3,8 tỷ ngõ Xã Đàn thông ngõ Phạm Ngọc Thạch Đống Đa.
Diện tích 35m2, mặt tiền 4m, nhà xây 5 tầng mới đẹp.
Thiết kế hiện đại, phong cách Châu Âu.
Tầng 1 là phòng khách rộng, bếp và phòng ăn.
Tầng 2,3,4 thiết kế mỗi tầng 1 phòng ngủ rộng, vệ sinh khép kín.
Tầng 5 là phòng thờ và sân phơi.
Nhà xây đẹp, đầu tư nội thất hiện đại, cửa gỗ Lim, cửa cuốn, sàn gỗ nhập khẩu. Hệ thống cửa 2 lớp. Hệ thống tiết kiệm điện, dây điện Trần Phú, đường ống nước Vesbo.
Vị trí trung tâm quận Đống Đa. Gần TTTM Vincom, trường Trung Tự, Đống Đa, gần HV Ngân Hàng, Chùa Bộc, Thái Hà.
SĐCC, giá bán 3,8 tỷ (có thương lượng, bao phí sang tên sổ đỏ).
","3",,"5","3",,,,,"Sổ đỏ","Xã Đàn",,,
"501327","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Thanh Xuân, Hà Nội","4,1 Tỷ","40 m²","14/08/2020","28/09/2020","- Chủ nhà còn rất trẻ, bán để chuyển đổi vị trí, rất thiện trí và muốn bán sớm.
- Nhà còn mới và đẹp, chủ mua thô về tự hoàn thiện và trang trí nội thất theo phong cách hiện đại, đẹp mắt.
- Nhà thiết kế 5 tầng, cầu thang ở giữa, mỗi tầng 2 phòng rộng. Tầng 1 là để xe và bếp, T2 là 1 phòng ngủ và PK, T34 là 4PN, T5 là phòng thờ sân phơi.
- Nhà ngay dưới chân tòa chung cư Five Star, Ô tô đậu ngày đêm cách nhà 20m, giao thông cực kì thuận tiện, dân trí cao, trung tâm của tiện ích.
- Sổ đỏ pháp lý chuẩn, sẵn sàng giao dịch.","4","3","5","4","5",,,,,,,,
"501326","Đất nền khu dân cư","Long Biên, Hà Nội","Long Biên, Hà Nội","4,28 Tỷ","95 m²","14/08/2020","28/09/2020","+ Vị trí đắc địa, Trung tâm Quận Long Biên, giao thông kết nối các tuyến phố chính như Ngọc Lâm – Nguyễn Văn Cừ - Nguyễn Sơn – Nguyễn Văn Linh – Ngô Gia Tự - Lý Sơn – Gia Thượng.
+ Khu vực sống phát triển, dân trí cao, an ninh chất lượng, tiện ích đầy đủ. Xung quanh là KĐT Khai Sơn City, Chợ Ngọc Thụy, Trường Quốc tế Việt Pháp, Bệnh viện Tâm Anh, Mipec Riverside.
+ Ngõ lớn như phố, thông tứ phía, đường 2 ô tô tránh chạy qua nhà ngày đêm. Ô tô vào nhà hay để trước cửa nhà dễ dàng.
+ Mảnh đất vuông vắn, vương lộc, khách đến mua đất để ở, đầu cơ lướt sóng hay xây cho thuê, kinh doanh đều vô cùng hợp lý.
+ Sổ đỏ vuông đẹp, pháp lý chuẩn, sẵn sàng giao dịch ngay.
+ Giá 4.28 tỷ (~ 45tr/m2), giá đang là RẺ nhất khu vực Ngọc Thụy. Chủ thiện chí bán, có thương lượng với khách mua đất nhà.
*** Liên hệ xem trực tiếp: Anh Trung – 0816 664 860 – Miễn Môi giới, Trung gian và Quảng cáo.
Trân trọng!
",,,,,,,,,,,,,
"501325","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","2,3 Tỷ","38 m²","14/08/2020","28/09/2020","Chỉ 2,3 tỷ có ngay nhà xây độc lập ngay đường Quang Trung-Hà Đông, nhà xây 2 tầng, ô tô đõ cổng, chỉ việc mang đồ về ở: 0975736182

Diện tích:38m2
Nhà xây kiên cố 2tầng:
-Tầng 1: Khách, bếp, wc, phòng ngủ
-Tầng 2: phòng ngủ, wc, phòng thờ,sân phơi

+ Nhà nằm khu vực sầm uất nhất phường La Khê trung tâm Quận Hà Đông.
+ Gần ngã tư Văn Phú,đường sắt trên cao,điểm bus, gần chợ Bông Đỏ, gần hệ thống trường học liên cấp, gần đại siêu thị Aeon Hà Đông, gần khu đô thị Dương Nội, KĐT An Hưng, Xung quanh có rất nhiều tiện ích vui chơi giải trí, gần trường học các trường mầm non, cấp 1,2 La Khê.
+ Sổ đỏ chính chủ, pháp lý rõ ràng, sẵn sàng giao dịch.
+Gía bán: 2,3 tỷ( có thương lượng)
+ Liên hệ: E Quyên: 0975736182
Pháp lý sổ đỏ đầy đủ
",,,,,,,,,,,,,
"501324","Nhà riêng","Khương Đình, Thanh Xuân, Hà Nội","Khương Đình, Thanh Xuân , Hà Nội","3,6 Tỷ","34 m²","14/08/2020","28/09/2020","- Diện tích : 34m2, xây thực tế 40m2
- 5 Tầng rộng rãi.
- Mặt tiền : 4.2m.
- Vài bước chân ra đường ô tô tránh .
- Nhà thiết kế đầy đủ công năng sử dụng, ngõ to rộng, chủ tự xây nên rất tâm huyết, khung cột bê tông chắc chắn.
- Do không có nhu cầu sử dụng nên gia đình cần bán nhà Khương Đình – Thanh Xuân
Sổ đỏ chính chủ, sẵn sàng giao dịch
- Hỗ trợ vay vốn ngân hàng lên đến 80% giá trị tài sản.
- Giá $ Cực rẻ : 0981 875 827 tư vấn cụ thể, xem nhà miễ phí",,,"5","4","5",,,,,"Khương Đình",,,
"501323","Nhà riêng","Khương Mai, Thanh Xuân, Hà Nội","Khương Mai, Thanh Xuân, Hà Nội","6,4 Tỷ","45 m²","14/08/2020","13/10/2020","Bán nhà phân lô Trần Điền-Lê Trọng Tấn, ô tô tránh, vỉa hè, kinh doanh, 45m2x4t, giá 6,4 tỷ
- Nhà nằm trong khu phân lô cán bộ, ô tô tránh trước nhà, vỉa hè trước nhà 2m, ô tô đi thông vòng quanh. Hàng xóm đều là cán bộ, dân trí cao, di chuyển thuận lợi ra Lê Trọng Tấn, Định Công, Hoàng Văn Thái, Tôn Thất Tùng…
Nhà tự xây, rất mới đẹp, khung bê tông cốt thép chắc chắn với thiết kế cơ bản, đầy đủ công năng, cầu thang, sàn nhà đều là gỗ lim đẹp:
Tầng 1 phòng khách, bếp ăn, phòng ăn
Tầng 2, 3 mỗi tầng 2 phòng ngủ và vệ sinh
Tầng 4 là phòng thờ và sân phơi
Nhà có thể vừa ở vừa kinh doanh văn phòng tốt.
- Diện tích: 45m2 x 4 tầng
Giá 6,4 tỷ (có thương lượng)
Liên hệ: Em Vân 0983140752/0906190914
",,,,,,,,,,,,,
"501322","Nhà riêng","Mỹ Đình 1, Nam Từ Liêm, Hà Nội","Lê Đức Thọ, Mỹ Đình 1, Nam Từ Liêm, Hà Nội","3,95 Tỷ","60 m²","14/08/2020","28/09/2020","Chủ cần bán gấp nhà phố Lê Đức Thọ, Nam Từ Liêm, Hà Nội với các thông số sau (ảnh thật 100%):
+ Diện tích 60m2 xây 5 tầng, mặt tiền 8.0m, giá 3.95 Tỷ (có thương lượng).
+ Nhà xây kiên cố, thiết kế tối ưu công năng sử dụng:
- Tầng 1: Sân, phòng bếp, phòng ăn, WC
- Tầng 2: Phòng khách
- Tầng 3: 2 phòng ngủ khép kín
- Tầng 4: 2 phòng ngủ, WC giữa
- Tầng 5: Phòng thờ, sân phơi
+ Nhà nằm trong vị trí đắc địa trung tâm quận Nam Từ Liêm, rất nhiều tiện ích xung quanh, gần các trường học, bệnh viện, trung tâm thương mại: Trường THPT Trí Đức, Đại học Thương Mại, Quốc Gia, Ngoại Ngữ; Bệnh viện thể thao; Vinmart, BigC, Kangnam; Sân vận động Mỹ Đình, đường đua công thức 1; Bến xe Mỹ Đình,… giao thông thuận tiện.
+ Sổ đỏ chính chủ, sẵn sàng giao dịch.
Liên hệ: A.Tuân (Gọi hoặc nhắn tin 24/7).
Anh/Chị được hỗ trợ tư vấn: Xem nhà, pháp lý, hợp đồng 24/7 hoàn toàn miễn phí.",,,"5","4","4",,,,,"Lê Đức Thọ",,,
"501320","Nhà riêng","Ba Đình, Hà Nội","ngọc hà","2,8 Tỷ","40 m²","14/08/2020","28/09/2020","Siêu Hiếm nhà mới Ngọc Hà, Hoàng Hoa Thám, Đội Cấn, Ba Đình, 40m2, nhỉnh 2 tỷ.
+ Khu lõi Ba Đình, gần Lăng Bác, đi lại thuận tiện giữa các quận Ba Đình, Tây Hồ, Cầu Giấy...
+ Nhà khu dân trí cao, sạch sẽ, gần trường học các cấp, an sinh đỉnh.
+ Nhà đẹp, đầu tư thiết kế, nhiều công năng để ở hoặc cho thuê homestay. Tổng 3 ngủ.
+ Giá thiện chí 2,8 tỷ( có thương lượng)
+ Sổ đỏ chính chủ, giao dịch ngay.
+ Liên hệ Ms Thu để được Tư vấn và xem nhà hoàn toàn miễn phí. ( Miễn tiếp Môi giới, trung gian), Xin cảm ơn!",,,"3","3","2",,,,,"Ngọc Hà",,,
"501319","Nhà riêng","Hà Đông, Hà Nội","Hà Đông, Hà Nội","4,6 Tỷ","40 m²","14/08/2020","28/09/2020","Do chuyển đổi công tác tôi muốn bán căn nhà xây tâm huyết 6 tầng siêu đẹp, hiện đại và chắc chắn tại LK Ngô Thì Nhậm, cách trục chính chỉ 30m.
Diện tích:40m2. Hướng: Đông Bắc.
Đường trước nhà 6m. Ô tô vào thẳng nhà, cách trục chính chỉ 30m, gần chợ gần trường... Rất thuận tiện di chuyển, sinh hoạt. Khu dân cư đông đúc dân trí cao.
Thiết kế: Nhà xây mới 5 tầng.
Tầng 1: Gara ô tô.
Tầng 2: Bếp + phòng khách.
Tầng 3, 4,5: Mỗi tầng 2 phòng ngủ + wc.
Tầng 6: Phòng thờ + sân phơi.
Nội thất: Cầu thang gỗ Lim chắc chắn.
Tủ bếp gỗ tự nhiên, thiết bị vệ sinh Inax cao cấp, trần thạch cao.
Sơn cao cấp, bồn nước Sơn Hà, cầu thang ốp đá hoa cương tự nhiên.
Sổ đỏ nét căng, không lỗi phong thủy, có thể sang tên luôn.
Giá công khai: 4,6 tỷ.
Bao sang tên đổi sổ, hỗ trợ vay vốn ngân hàng.
Liên hệ E QUYÊN: 0975736182 để được tư vấn",,,,,,,,,,,,,
"501316","Nhà riêng","Ngọc Lâm, Long Biên, Hà Nội","Nguyễn Sơn, Ngọc Lâm, Long Biên, Hà Nội","6 Tỷ","70 m²","14/08/2020","28/09/2020","+ Cần tiền kinh doanh gấp, gia đình cần bán nhà ngõ phố Nguyễn Sơn, Long Biên, diện tích 70m2 x 5 tầng, lô góc, ngõ oto, cách oto tránh 50m, chỉ 6 tỷ.

+ Nhà nằm vị trí rất đẹp, trung tâm quận Long Biên, rất gần các con phố lớn: Nguyễn Văn Cừ, Ngọc Lâm, Ngô Gia Khảm,... cách cầu Chương Dương 1km, giao thông cực kỳ thuận tiện, đông đúc. Khu vực dân trí cao, an sinh đỉnh, tiện ích xung quanh đầy đủ. Công viên, trường C1, 2, 3 ngay gần nhà.

+ Nhà 4 tầng xây được 5 năm vẫn còn mới coong, thiết kế bê tông cốt thép chắc chắn hiện đại, công năng sử dụng cao với 4 Phòng ngủ thoáng rộng, dễ kê đồ. Nội thất cơ bản đầy đủ, khách chỉ việc dọn đồ về ở.

+ Sổ đỏ chính chủ, sẵn sàng giao dịch

+ Giá chào: 6 tỷ (có thương lượng – MTG)

+ Liên hệ: Em Biên nhà đất; 037 585 1991.
- Miễn phí 100% cho Khách Hàng mua nhà. Không cài cắm, không chênh giá.
- Chủ nhà và Khách mua gặp nhau trực tiếp thương lượng giá cả.
- Hỗ trợ pháp lý, cung cấp thông tin trung thực, chính xác.
- Nhận diện thoại 24/24.
",,,"4",,,"Bàn ăn,Bàn trà,Sofa phòng khách,Kệ ti vi,Giường ngủ,Tủ quần áo,Sàn gỗ/đá,Trần thả,Tủ bếp,Bình nóng lạnh,Điều hòa,Bồn rửa mặt,Bồn tắm","Chỗ để xe máy,Hệ thống an ninh,Truyền hình cáp","Gần trường,Gần bệnh viện,Gần công viên,Gần nhà trẻ,Tiện kinh doanh,Khu dân trí cao,Gần chợ","Sổ đỏ","Nguyễn Sơn",,,
"501315","Nhà riêng","Thanh Xuân, Hà Nội","Thanh Xuân, Hà Nội","6,99 Tỷ","65 m²","14/08/2020","28/09/2020","- VỊ trí cách Ngã Tư Sở 0 km,đi lại thì không bàn về thuận tiện khi di chuyển hiện tại. Vị trí càng đáng giá khi Giao thông hoàn thiện cụ thể là con đường Trường Chinh đang hoàn thành xong.
- Khu phân lô dân cư toàn cán bộ nhà nước, an ninh tuyệt đối, không gian sông như Liền kề biệt thự.
- Tiện ích sinh hoạt Chợ Ngã Tư Sở, Royal...bán kính từ nhà qua trường Đại Học, Bệnh Viện lớn không quá 3km.
- Nhà lô góc 5 tầng x 65m2, tầng 1 bố tri gara ô tô vào nhà, tầng 2 phòng khách, đủ 4 phòng ngủ rộng rãi.
- Chủ nhà Cán bộ nhà nước, uy tín, cẩn thận khi xây nhà.
- Giá chào có thương lượng: 6,99 tỷ.
Liên hệ: Mr Nam - 0983005449
Bán nhà phân lô",,,,,,,,,,,,,
